title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
CHE 3031 - Chemical Engineering Thermodynamics II (2),"Solution thermodynamics. Vapor-liquid phase equilibria of ideal and non-ideal solutions. Definition and applications of fugacity, activity, and activity coefficient. Equation of state calculation of mixture properties. Activity coefficient models: van Laar, Wilson, and NRTL models. Gibbs free energy changes of mixing and phase changes. Distillation and multi-component flash process calculations. CHE 302 or . Lecture Graded Only May be taken only once Major Course",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CHE 3021 - Chemical Engineering Thermodynamics I (3),"Energy and its transformations; conversion of heat to work; first and second law analyses; property relationships; equations of state; equilibrium at minimum Gibbs free energy, Clausius-Clapeyron equation, vapor-liquid phase equilibria for pure fluids and mixtures of ideal solutions; thermodynamics of mixtures; partial molar properties and excess Gibbs free energy. or MTE 207; , MAT 224, or MAT 216; or PHY 133; C- or better in or CHE 202; and CHE major or MTE minor. Lecture Graded Only May be taken only once Major Course",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CHE 2851 - Applied Mathematics in Chemical and Materials Engineering (2),"A study in the application of basic linear algebra, derivative, and integral concepts to solve chemical and materials engineering problems. Use of first-order ordinary differential equations to solve transient materials and energy balances. Use of MATLAB to solve set of non-linear algebraic equations and set of ordinary differential equations. Chemical Engineering major; MAT 215, MAT 216, or ; and C- or better in CHE 201 or . . Lecture Graded Only May be taken only once Major Course",3.5,Chemical Engineering;Materials Engineering,engineering_capabilities-2,"{""chemical engineering"": 1, ""materials engineering"": 2}"
CHE 2301 - Process and Automation (2),"Description of control systems, analysis and design objectives, the design process. Modeling in the frequency and time domain. Characteristics of control systems time response. Fundamental operating principles of circuit elements such as resistors, capacitors, and inductors; model the signals produced by these sensors; and analyze the circuits and systems used to amplify and process of analog and digital signals. Concepts will be reinforced with the use of laboratory exercises and computer simulation which include projects the using of software such as MATLAB, Simulink, or LabVIEW for analysis and design of control systems.",3.0,Control Systems;Automation,technical_skills-1,"{""control systems"": 3, ""automation"": 1}"
CHE 2301L - Process and Automation Laboratory (1),"Description of control systems, analysis and design objectives, the design process. Modeling in the frequency and time domain. Characteristics of control systems time response. Fundamental operating principles of circuit elements such as resistors, capacitors, and inductors; model the signals produced by these sensors; and analyze the circuits and systems used to amplify and process of analog and digital signals. Concepts will be reinforced with the use of laboratory exercises and computer simulation which include projects the using of software such as MATLAB, Simulink, or LabVIEW for analysis and design of control systems. MAT 215 or ; CHE 201, , IME 113L, or ; and C- or better in PHY 133 or . Laboratory Graded Only May be taken only once Major Course, Service Course",3.0,Control Systems;Automation,technical_skills-1,"{""control systems"": 3, ""automation"": 1}"
CHE 2021 - Material and Energy Balances II (2),"Analysis of single and multiple phase systems for chemical and materials engineering systems. Energy balances for both nonreactive and reactive systems. Material and energy balance analysis of transient processes. Material balance analysis of common types of reactors. C- or better in CHE 201 or CHE 2011, and C- or better in MAT 215 or MAT 2140. Lecture Graded Only May be taken only once Major Required Course",2.5,Materials Engineering,engineering_capabilities-2,"{""materials engineering"": 1}"
CHE 2011 - Material and Energy Balances I (2),"Material balances for physical and chemical processes. Use of process flow diagrams for plant mass balance calculations. Solving multi-component mass balance, simple and multiple mixing or separation problems, and chemical reaction problems including recycle and equilibrium. Energy balances for non-reactive processes. Chemical Engineering major; C- or better in CHM 121 and CHM 122, or ; and C- or better in MAT 115 or . Lecture Graded Only May be taken only once Major Course",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CHE 1430L - Introduction to Chemical and Materials Engineering Experiments Laboratory (1),Introduction to the use of instrumentation to monitor Chemical and Materials Engineering processes. Measurement of the properties of materials. Introduction to design of experiments. GE Area A2; and C- or better in and . Laboratory Graded Only May be taken only once Non-Major/Non-Service Course,3.0,Materials Engineering,engineering_capabilities-2,"{""materials engineering"": 2}"
CHE 1421L - Chemical and Materials Engineering Analysis Laboratory (1),"Data analysis and experimental design using statistical concepts and techniques applied to chemical and materials engineering systems. Analysis of plant and laboratory data. Multiple regression. Correlations and significance of correlations. Analysis of variance. Introduction to statistical process control. C- or better in CHE 131 or , and CHE 141L or . CHE 1321. Laboratory Graded Only May be taken only once Major Required Course",4.5,Process Control;Materials Engineering,technical_skills-1;engineering_capabilities-2,"{""materials engineering"": 2, ""process control"": 1}"
CHE 1411L - Introduction to Chemical Engineering Laboratory (1),"Professions of Chemical and Materials (CME) engineering. Use of computer tools, Excel and MATLAB, to solve engineering problems. Process variables and basic techniques of material balance. MAT 105, MAT 112, , , MAT 1140, MAT 1150, MAT 2140, or MAT 2240. CHE 1311. Laboratory Graded Only May be taken only once Major Required Course",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CHE 1321 - Chemical and Materials Engineering Analysis (1),Data analysis and experimental design using statistical concepts and techniques applied to chemical and materials engineering systems. Analysis of plant and laboratory data. Multiple regression. Correlations and significance of correlations. Analysis of variance. Introduction to statistical process control. C- or better in / or C- or better in CHE 131/141L. CHE 1421L. Lecture Graded Only May be taken only once Major Required Course,4.5,Process Control;Materials Engineering,technical_skills-1;engineering_capabilities-2,"{""materials engineering"": 2, ""process control"": 1}"
CHE 1311 - Introduction to Chemical Engineering (1),"Introduction to the professions of chemical and materials engineering. Use of computer tools, Excel and MATLAB, to solve engineering problems. Process variables and basic techniques of material balance. MAT 105, MAT 112, , . CHE 1411L. Lecture Graded Only May be taken only once Major Required Course",3.0,Chemical Engineering;Materials Engineering,engineering_capabilities-2,"{""chemical engineering"": 1, ""materials engineering"": 1}"
CS 4800 - Software Engineering (3),"Models of the software development process and metrics. Software requirements and specifications. Methodologies, tools and environments. Human-computer interaction. Software architecture, design and implementation techniques. Project management. Cost estimation. Testing and validation. Secure software development life cycle and common software security issues. Automated build, deployment and continuous integration. Maintenance and evolution. CS major, and C or better in CS 241 or . Lecture Graded Only May be taken only once Major Course",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CS 3004 - Computer Science Supplementary Authorization Software Engineering for Teachers (2),"Models of the software development process and metrics. Software requirements and specifications. Methodologies, tools and environments. Human-computer interaction. Software architecture, design and implementation techniques. Testing and validation. Project management. Cost estimation. Automated build, deployment and continuous integration. Maintenance and evolution. C or better in CS 3001 and CS 3002, or consent of instructor. Lecture Graded Only May be taken only once Spring Service Course",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CS 2600 - Systems Programming (3),"Fundamentals of C programming and Unix environment. File management, communications and process control. Regular expressions. Unix system calls, concurrent and socket programming. CS major and C or better in or . Lecture Graded Only May be taken only once Major Required Course",1.5,Process Control,technical_skills-1,"{""process control"": 1}"
ECE 4318 - Software Engineering (3),"Software requirements and specification, project management, modeling using UML, Petri-net and regular expression modeling, Software testing, Software metrics and measures, Risk and configuration management. ECE Major; and or ECE 304. Lecture Graded Only May be taken only once Major Course",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
EDD 7390 - Leadership in Postsecondary Strategic Planning and Resource Allocation (3),"Leading institutions presents challenges for educational leaders who must balance the needs of changing student demographics with limited financial resources. Examination of resource allocation and strategic planning theories, models and practices in education that foster equity across postsecondary institutions. Identification of persistent challenges facing college students and how institutional leaders can meet the needs of their students. Discussion of challenges and promising practices of human and resource management across postsecondary settings. Admission into the Doctoral Program. Seminar Graded Only May be taken only once Major Course",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
EDU 5205 - Secondary Curriculum and Methods (3),"Principles and methodology of teaching in a content area in the secondary schools including instructional design, material selection, student assessment, and the development of state-adopted academic content standard based lesson plans. May include 10 hours of fieldwork. Admitted into Single Subject Credential; or TED 406; and , or TED 405 and TED 407. Seminar Graded Only May be taken multiple times 1 Total credit limited to 6 units, with a maximum of 3 units per semester. Major Course",1.5,Material Selection,technical_skills-1,"{""material selection"": 1}"
EDU 5110 - Theory and Practice in Mathematics Education (3),"Principles and methodology of teaching mathematics in the elementary school including instructional design, material selection, and student assessment with an emphasis on problem solving. Fieldwork: May include a maximum 10 hours of field experience. Admitted to Multiple Subject Credential; or TED 406; , or TED 405 and TED 407; and and TED 443. Seminar Graded Only May be taken multiple times 1 Total credit limited to 6 units, with a maximum of 3 units per semester. Major Course",1.5,Material Selection,technical_skills-1,"{""material selection"": 1}"
EC 6631 - Advanced Natural Resource Economics (3),"Advanced topics in resource economic analysis. Theories of renewable resources exhaustible resource usage. Policy efforts to guide optimal utilization of resources. Multiple use, intertemporal consistency issues in resource management. Quantitative models of resource demand, supply and scarcity. or EC 550. Lecture Graded Only May be taken only once Major Course",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
ECE 4300 - Computer Architecture (3),"RISC architecture instruction sets, design of single cycle and pipelined RISC CPUs, performance evaluation, memory hierarchy and cache organization ECE Major; or ECE 341; or ECE 341L; or ECE 205; and or ECE 205L. Lecture Graded Only May be taken only once Major Course",3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
ECE 3810 - Introduction to Power Engineering (3),"Basic principles of power engineering with an emphasis on magnetics, transformers, and rotating AC and DC machines. Magnetic material characteristics and steady-state operational circuit models, as they apply to transformers and electrical machines. Power generation with synchronous and doubly-excited induction machines. Per-unit computations in power systems. ECE Major; and or ECE 209. Lecture Graded Only May be taken only once Major Course",3.5,Power Generation,use-3,"{""power generation"": 1}"
ECE 3709L - Control Systems Engineering Laboratory (1),Control system design assignments based upon the coursework of ECE 3709 involving basic LabView programming skills. ECE Major. . Laboratory Graded Only May be taken only once Major Course,4.0,Systems Engineering;Control Systems,technical_skills-1;engineering_capabilities-2,"{""systems engineering"": 1, ""control systems"": 1}"
ECE 3709 - Control Systems Engineering (3),"System modeling and performance specifications of dynamic systems. Design and analysis of linear time invariant feedback control systems via root locus and frequency response compensation techniques. ECE Major, or ECE 209, and or MAT 224. Lecture 3 hours lectures/problem-solving. Graded Only May be taken only once Major Course",4.5,Systems Engineering;Control Systems,technical_skills-1;engineering_capabilities-2,"{""systems engineering"": 1, ""control systems"": 2}"
ECE 3201 - Instrumentation Systems (3),"Components of Instrumentation Systems. Typical power supplies and signal conditioners. A/D and D/A converters. Sensors for various parameters. Error analysis, readouts, recorders and actuators, piping and instrumentation diagrams (PandID). ECE Major; , ECE 220, or ECE 299; and or PHY 133. Lecture Graded Only May be taken only once Major Course",2.5,Piping and Instrumentation Diagram,engineering_capabilities-2,"{""piping and instrumentation diagram"": 1}"
EMM 5900L - Project Management for Instructional Design Laboratory (1),"EMM 5900 The skills and knowledge required for successful initiation, planning, and completion of complex instructional design projects in school and business settings. Bridging practical application principles with current theories and concepts by managing real world real projects. . Laboratory Graded Only May be taken only once Major Course",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
EMM 5900 - Project Management for Instructional Design (2),"The skills and knowledge required for successful initiation, planning, and completion of complex instructional design projects in school and business settings. Bridging practical application principles with current theories and concepts by managing real world real projects. . Lecture Graded Only May be taken only once Major Course",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
EBZ 3030 - Customer Relationship Management and Business Analytics (3),"Management of customer relationship starting from acquisition, to development, retention, and win-back of customers. Applications under both Business-to-Business (B2B) and Business-to-Consumer (B2C) market settings, and CRM-Customer Relationship Management-implementation and evaluation with benchmarking and financial metrics. Based on the key CRM processes, including sales automation, marketing automation, and service automation. Understand customers by using CRM analytics tools. TOM 301 or ; and CIS 310 or . Lecture Graded Only May be taken only once Major Course",2.5,Automation,technical_skills-1,"{""automation"": 3}"
CE 5631 - Transportation Systems Design and Operation (3),"CE 4631 Introduction to traffic control systems. Types of traffic control methods. Warrants for placement of various intersection controls. Selection and placement of traffic control equipment. Signal system design and preparation of signal plans and specifications. Signal timing methods. Analysis of signalized intersection capacity and performance. Ramp metering. Graduate Standing, undergraduate course in transportation engineering, and transportation engineering lab or equivalent. Lecture 3 hours lecture/discussion Graded Only May be taken only once Major Course",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
CE 5480 - Geotechnical Earthquake Engineering (3),"Introduction to seismology and earthquakes. Seismic hazard analysis. Wave propagation. Dynamic soil properties. Ground response analysis, local site effects, and design ground motions. Soil liquefaction. Seismic slope stability analysis. Seismic design of retaining walls. Remediation of seismic hazards. Graduate Standing, undergraduate course in geotechnical engineering, and geotechnical engineering lab or equivalent. Lecture 3 hours lecture/discussion Graded Only May be taken only once Major Course",3.5,Liquefaction,delivery_and_storage-3,"{""liquefaction"": 1}"
CE 5451 - Pavement Design and Construction (3),"CE 4451 Fundamental principles of structural pavement design and common design methods: AASHTO, Caltrans, Asphalt Institute and Portland Cement Association. Typical highway construction practices and activities. Laboratory testing of highway materials and quality assurance during construction are also discussed. Graduate Standing, undergraduate course in geotechnical engineering, and engineering materials or equivalent. Lecture 3 hours lecture/discussion Graded Only May be taken only once Major Course",1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
CE 5310 - GIS Applications in Civil Engineering (3),"Introduction to fundamental concepts and techniques of geographic information systems (GIS). GIS applications in transportation, environmental assessment, water resources management, geoenvironmental analyses and other areas in civil engineering. Graduate Standing. Lecture 3 hours lecture/discussion Graded Only May be taken only once Major Course",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
CE 5271L - Unit Operations and Processes in Environmental Engineering Laboratory (1),"The use of various physical, chemical and biological unit operation processes used for treatment of water, wastewater, stormwater and soil remediation as done in the professional practice of environmental engineering . Topics covered will be selected from areas such as reactor hydrodynamics, oxidation-reduction, coagulation-flocculation, chemical precipitation, ion exchange, adsorption process, biological oxidation, anaerobic digestion, activated sludge. Graduate standing, undergraduate course in introduction to environmental engineering or water and wastewater engineering, and undergraduate course in chemistry. . Laboratory Graded Only May be taken only once Major Course",3.5,Ion Exchange,production-3,"{""ion exchange"": 1}"
CE 5271 - Unit Operations and Processes in Environmental Engineering (2),"The study of various physical, chemical and biological operations and processes used in the professional practice of environmental engineering (water treatment, wastewater treatment, and soil remediation). Topics covered will be selected from areas such as reactor hydrodynamics, oxidation-reduction, coagulation-flocculation, chemical precipitation, ion exchange, adsorption process, biological oxidation, anaerobic digestion, activated sludge. Graduate standing, undergraduate course in general chemistry, and environmental engineering or equivalent. . Lecture 2 hours lecture/discussion Graded Only May be taken only once Major Course",3.5,Ion Exchange,production-3,"{""ion exchange"": 1}"
CE 5250 - Advanced Water Treatment (3),"Physical and chemical principles as applied to water treatment plant design. Advanced water treatment processes such as reverse osmosis, advanced oxidation, ion exchange, and ozonation will be considered in the design or improvement of water treatment facilities. Graduate Standing. Lecture 3 hours lecture/discussion Graded Only May be taken only once Major Course",3.5,Ion Exchange,production-3,"{""ion exchange"": 1}"
CE 5230 - Bioresources and Bioenergy Recovery (3),"Plant biomass and algae, as well as biosolids generated during wastewater treatment, will be explored as bioresources to support a sustainable future. Scientific feedstock examination methods and efficient conversion technologies for producing bioproducts and bioenergy along with their environmental impact and supply chain considerations. Introduction to the use of system thinking and life cycle analysis for global challenges in water, energy and food security. Undergraduate course(s) in chemistry, undergraduate course(s) in introduction to environmental engineering, and graduate standing. Lecture Graded Only May be taken only once Major Course",4.5,Life Cycle Analysis,sustainability_and_policy-4,"{""life cycle analysis"": 1}"
CE 5211 - Applied Hydrology (3),"CE 4211 Hydrology as it is applied to storm water management. Evaluation of the ever changing regulations associated with storm water quality. Use/develop stochastic and process based hydrologic and hydraulic models. Based on the water quality regulations, hydrologic analysis and hydraulic analysis develop engineering solutions to the urban watershed. Further details will be provided associated with hydrographs, river routing and reservoir routing. Graduate Standing and undergraduate course in water resources engineering or hydraulics or equivalent. Lecture 3 hours lecture/discussion Graded Only May be taken only once Major Course",2.0,Water Quality,technical_skills-1,"{""water quality"": 2}"
CE 5210 - Municipal Hydraulic Systems (3),"Introduction to water and sewer infrastructure as a system. Planning, conceptual design, detailed design, construction, and maintenance of pipeline, pumping and storage systems for potable and sanitary sewer applications will be discussed. Hydraulic analysis of potable and sanitary systems will also be covered. Graduate Standing and undergraduate course in fluid mechanics or hydraulics or equivalent. Lecture 3 hours lecture/discussion Graded Only May be taken only once Major Course",3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
CE 5201 - Environmental Chemistry (3),"Principles of chemistry applied on Earth, including topics related to chemical effects in the natural environment. Special attention is given to environmental (water, soil, air) pollutions, global climate change, waste disposal, and environmental regulations. Chemistry topics include atomic, molecular, and radical structures, stoichiometry, kinetics, and equilibrium. The environment in this context is divided into the atmosphere, the hydrosphere, the lithosphere, and anthrosphere. Integration of concepts from chemistry, hydrology, geology, biology, atmospheric sciences, and others. Graduate Standing and Undergraduate course in environmental engineering or equivalent. Lecture 3 hours lecture/discussion Graded Only May be taken only once Major Course",4.5,Environmental Regulation,sustainability_and_policy-4,"{""environmental regulation"": 1}"
CE 5161 - Underground Construction and Trenchless Technology (3),"Learning methods that can be applied to make deteriorating underground pipeline infrastructures more sustainable. Theory and practice of underground construction methods including trenchless construction. Types of equipment, roles of site personnel, engineering design, contractual issues, and safety. Graduate standing. Lecture 3 hours lecture/discussion Graded Only May be taken only once Major Course",3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
CE 5141 - Advanced Construction Project Management (3),"Overviews of various project management tasks for construction project. Learning the use of various commercially-available project management software systems for a real-life problem given on each assignment. On-line collaboration, value engineering, and document management systems, cost estimating systems, scheduling systems, and 4D CAD visualization systems. Project-based lecture. Graduate Standing and Undergraduate course in project management or equivalent. Lecture 3 hours lecture/discussion Graded Only May be taken only once Major Course",4.0,Project Management,engineering_capabilities-2,"{""project management"": 4}"
CE 5111 - Construction Productivity (3),Fundamental concepts of project management and practices. Definition of Construction Productivity and study how to measure construction productivity and how it relates to other organizational functions. Lean construction and influential factors (i.e. human factors) related to productivity. Graduate Standing. Lecture 3 hours lecture/discussion Graded Only May be taken only once Major Course,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CE 4671 - Intelligent Transportation Systems (3),"Historical overview of ITS development; ITS system architecture and Systems Engineering (SE) process; hands-on practice on ITS technologies through case studies and projects. CE 223 or ; and CE 223L or ; and BSCE, BSCET, BSCEM, or MSCE Major. Lecture 3 hours lecture/discussion. Graded Only May be taken only once Major Course",2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
CE 4631 - Transportation Systems Design and Operation (3),"CE 5631 Introduction to traffic control systems. Types of traffic control methods. Warrants for placement of various intersection controls. Selection and placement of traffic control equipment. Signal system design and preparation of signal plans and specifications. Signal timing methods. Analysis of signalized intersection capacity and performance. Ramp metering. CE 223 or ; CE 223L or ; and BSCE, BSCET, BSCEM, or MSCE Major. Lecture 3 hours lecture/discussion Graded Only May be taken only once Major Course",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
MPA 5655 - Community Sustainability Policy (3),"Social, political, and environmental aspects of sustainability. Regenerative principles and theories and practices of resilience; mitigation of energy and climate change; roles of government, business, and third sector organizations. Seminar Graded Only May be taken only once Major Course",5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
NTR 6594 - Qualitative Research I (3),"Qualitative Research (QR) is the foundation for mixed-method information gathering practices, including quality assurance/improvement, assessment, and human research studies. Methodology, study designs, observational methods, focus groups, interviewing, as well as analyses/thematic interpretation will be discussed. Application of QR techniques and practices in Discussions/Assignments. NTR 5100 and NTR 5200. Lecture Graded including RP May be taken only once Fall, Spring Major Course",1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
PLT 3340L - Soil Resource Management and Conservation Laboratory (1),"Critical evaluation of the technical methods and materials for managing soils for multiple uses and sustained yields while preserving environmental quality as influenced by past and present social, political, and economic institutions in western and non-western societies. 3 hours laboratory. PLT 231 or ; and PLT 231L or . . Laboratory 3 hours laboratory. Graded including RP May be taken only once Major Course",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
PLT 3340 - Soil Resource Management and Conservation (2),"Critical evaluation of the technical methods and materials for managing soils for multiple uses and sustained yields while preserving environmental quality as influenced by past and present social, political, and economic institutions in western and non-western societies. PLT 231 or ; and PLT 231L or . . Lecture 3 hours lecture/discussion. Graded including RP May be taken only once Major Course",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
PHY 4010 - Quantum Mechanics I (3),"Fundamentals of quantum mechanics, including the Schroedinger equation with applications in one and three dimensions, spin, the simple harmonic oscillator and the hydrogen atom, the quantum mechanical postulates, algebraic methods, and matrix mechanics. C- or better in PHY 309 or . . Lecture Graded Only May be taken only once Major Course",5.5,Hydrogen,hydrogen_phrases-5,"{""hydrogen"": 1}"
PHY 3010 - Energy and Society (3) [B5],"Study of how petroleum, solar, nuclear, and other energy sources generate electricity, power vehicles, and the like. Emphasis is on elementary physics principles. Coverage includes historical patterns of societal energy use, renewable and nonrenewable resources, fuel conservation methods, and environmental impacts. Course fulfills GE Synthesis B5. Lower division GE requirements in Areas A and B. Lecture Graded Only May be taken only once GE Course",4.5,Energy and Society,sustainability_and_policy-4,"{""energy and society"": 1}"
"PHY 1210 - Physics of Motion, Fluids, and Heat (3) [B1]","Introduction to Newtonian mechanics and thermodynamics: Kinematics, forces, conservation laws, viscous fluids, heat transfer, and the microscopic nature of gases. Emphasis on biological applications. C- or better in MAT 106, , MAT 112, MAT 114, , MAT 1140C, MAT 115, MAT 116, , , or . (MAT 1300 can be concurrent.) . Lecture Graded Only May be taken only once Service Course, GE Course",1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
PHL 3850 - The Ethics of Artificial Intelligence (3) [B5],"Examination of ethical issues surrounding the development and implementation of artificial intelligence. Topics include ethical learning, responsibility and automated systems, moral machines, explainable artificial intelligence, algorithmic bias, automation and work, human-robot interaction, machine consciousness, the moral status and rights of robots, and super-intelligence. Case-based exploration of these issues using contemporary examples. Lower division GE requirements in Areas A and B. Lecture 3 hours lecture discussion Graded Only May be taken only once Major Course, GE Course",1.5,Automation,technical_skills-1,"{""automation"": 1}"
PSY 4200 - Environmental Psychology (3),"Physical and social contexts of person-environment transactions. Cognition, perception, and social variables in the determinants of environmental behavior. Environmental appraisal and assessment, settings for environmental design, and place analysis. Psychology of resource management and sustainability. , PSY 201, or PSY 202; or instructor consent. Lecture Graded Only May be taken only once Major Course",6.0,Resource Management;Sustainability,sustainability_and_policy-4;technical_skills-1,"{""sustainability"": 1, ""resource management"": 1}"
PLS 4521 - Environmental Security (3),"Focuses on problems transcending international boundaries which are not state-centric, including problems with populations, health, food, climate, energy, water, and more. Emphasis is on interdependence, collective goods, sustainability, and contrasts between wealthy and poor populations. Lecture Graded Only May be taken only once Major Course",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
RS 5350 - Regenerative Environments (3),"Investigation of cultural, philosophical, ethical, economic, political and technological orientations of regenerative technologies in regards to quality of human life and environmental sustainability. Concepts, systems, strategies and tools for the design of environments at multiple scales, from buildings to neighborhoods, with reduced greenhouse gas emissions. Graduate Standing; RS 510 or ; and RS 520 or . Seminar Graded Only May be taken only once Major Course",5.0,Greenhouse Gas Emissions;Sustainability,sustainability_and_policy-4,"{""sustainability"": 1, ""greenhouse gas emissions"": 1}"
RS 5300 - Regenerative Technology (3),"Investigation of cultural, philosophical, ethical, economic, political and technological orientations of regenerative technologies in regard to quality of human life and environmental sustainability. Introduction to renewable energy technologies used in stationary power generation and in the transportation sector for reduction in greenhouse gases emission. Graduate standing, RS 510 or ,and RS 520 or . Seminar Graded Only May be taken only once Major Course",8.5,Renewable Energy;Sustainability;Power Generation,use-3;sustainability_and_policy-4,"{""power generation"": 1, ""sustainability"": 1, ""renewable energy"": 1}"
RS 4650 - Ecological Patterns and Processes (3),"Investigation of principles in the emerging field of landscape ecology, and their relationship to planning, design and management decisions upon the land. Course covers landscape-scale structure, function and change in the environment, and the implications for environmental sustainability. Lecture Graded Only May be taken only once Service Course",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
RS 4300L - Solar Energy Systems Laboratory (1),"Analysis of solar technologies applied to heat, power generation and associated loss mechanisms. Examines fundamental theories that form the basis of light from the sun, and how this energy stream is appropriated for human usage. The lab component utilizes projects that must be designed and built by the student to test theory. MAT 106 or . Laboratory Graded Only May be taken only once Service Course",3.5,Power Generation,use-3,"{""power generation"": 1}"
RS 4200L - Watershed Restoration Laboratory (1),"Watershed restoration strategies integrate basic concepts of hydrology, sedimentology, geomorphology, and ecology in an effort to reverse degraded water quality and watershed function. Explore the physical processes of watersheds and stream corridors through lectures, field trips and case study discussions. Engage in hands-on field work and address current watershed problems at local field sites. Laboratory Graded Only May be taken only once Service Course",1.5,Water Quality,technical_skills-1,"{""water quality"": 1}"
RS 4300 - Solar Energy Systems (2),"Analysis of solar technologies applied to heat, power generation and associated loss mechanisms. Examines fundamental theories that form the basis of light from the sun, and how this energy stream is appropriated for human usage. The lab component utilizes projects that must be designed and built by the student to test theory. MAT 106 or . Lecture Graded Only May be taken only once Service Course",3.5,Power Generation,use-3,"{""power generation"": 1}"
RS 4200 - Watershed Restoration (2),"Watershed restoration strategies integrate basic concepts of hydrology, sedimentology, geomorphology, and ecology in an effort to reverse degraded water quality and watershed function. Explore the physical processes of watersheds and stream corridors through lectures, field trips and case study discussions. Engage in hands-on field work and address current watershed problems at local field sites. Lecture Graded Only May be taken only once Service Course",1.5,Water Quality,technical_skills-1,"{""water quality"": 1}"
TOM 6410 - Lean and Six Sigma (2),"Aims to build knowledge foundation of quality and quality management and prepare students for related certificates. Topics include: Concepts of Lean and Six Sigma; DMAIC (Define, Measure, Analyze, Improve, Control) framework; Customer focus, supplier focus, and process focus of quality management; Statistical process control; Process improvement. . Lecture Graded Only May be taken only once",1.5,Process Control,technical_skills-1,"{""process control"": 1}"
TOM 6200 - Contemporary Supply Chain Technology Seminar (1),"Surveys the current technological trends in Supply Chain Management (SCM). The covered subjects may include contemporary supply chain technology areas such as blockchain, Robotic Process Automation (RPA), Internet of Things (IoT), Artificial Intelligence (AI), worker environment technology, warehouse technology, logistics technology, VR/MVR technologies, and etc. Seminar Graded Only May be taken only once",1.5,Automation,technical_skills-1,"{""automation"": 1}"
TOM 6010 - Supply Chain Management Fundamentals (3),"Foundation of advanced operations and supply chain management, introduce trends in supply chain technologies, and cultivate leadership skills. Topics include: Process analysis; Inventory management; Quality management; Project management; Supply chain coordination; Key Performance Indicator (KPI) tree/Return on Invested Capital (ROIC) tree; Contemporary supply chain technology trend. Lecture Graded Only May be taken only once",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
TOM 4360 - Project Management (3),"Project life cycle, project initiation and charter, time and cost management, critical path method, project evaluation and review technique, resource allocation and leveling. Risk management, management of human resources, team dynamics, negotiation, conflict resolution, project organization, project monitoring and control, earned value analysis, procurement and quality management. TOM 301 or ; and Undergraduate Standing. Lecture Graded Only May be taken only once Major Course",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
TOM 3160 - Business Analytics (3),Overview of business analytics. Problem framing. Categorization of analytical methods and models. Descriptive analytics and data visualization. Predictive analytics including data mining and simulation. Prescriptive analytics including optimization. Decision analysis. Spreadsheet implementation. TOM 302 or . Lecture Graded Only May be taken only once Major Course,1.5,Predictive Analytics,technical_skills-1,"{""predictive analytics"": 1}"
TOM 3010 - Operations Management (3),"An overview of how businesses operate, especially under supply chain settings. Main topics includes business processes analysis, product and service quality management, waiting line (queue) management, inventory (material) management, project management, and supply chain management. STA 120, , or . Lecture Graded Only May be taken only once Major Course",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
SE 6950 - Systems Engineering Project (3),"Individual or team work based on the project proposal, plan and schedule approved by the project advisor. Regular meetings and discussions with the advisor. Activity Graded Only May be taken multiple times 3 Major Course",2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
