course_id,title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
MSE 57600,Corrosion,"Rate-controlling steps in electrode processes; activation, ohmic, and concentration polarization; passivation; potentiostatic studies and alloy design; applications to engineering systems. Offered in alternate years.",1.5,Corrosion,technical_skills-1,"{""corrosion"": 1}"
MSE 57700,Materials Science Of Rechargeable Batteries,"This course is aimed at junior/senior undergraduate and graduate students interested on developing an understanding on the Materials Science of Rechargeable Batteries. The focus is on electrochemical materials, its non-idealities (e.g., transport limitations, failure mechanisms), and its application to energy storage devices, such as batteries and fuel cells, particularly for portable electronics and hybrid/electric vehicles. This course will deliver an introduction to basic electrochemistry, principles of electrochemical devices, and electroactive materials as used in such systems. Current trends and directions in the field of battery technology will be outlined. Permission of department required.",8.0,Fuel Cell;Electrochemistry;Electrochemical;Materials Science,engineering_capabilities-2;use-3,"{""fuel cell"": 1, ""materials science"": 2, ""electrochemical"": 2, ""electrochemistry"": 1}"
MSE 58100,Scanning Electron Microscopy Skills,"Components and operation of the scanning electron microscope (SEM). Limits to resolution; signals, detectors, and imaging modes; and interpretation of results. Laboratory sessions emphasize the practical operation of the instrument and culminate in a test of student skills. This course must be completed before undertaking any SEM research in the School of Materials Engineering. Weeks 1 - 5. Permission of instructor required.",2.5,Materials Engineering,engineering_capabilities-2,"{""materials engineering"": 1}"
MSE 58200,Transmission Electron Microscopy Skills,Principal components and operation of the transmission electron microscope (TEM). Limits to resolution; imaging and diffraction modes; and interpretation of results. Laboratory sessions emphasize the practical operation of the instrument and culminate in a test of student skills. This course must be completed before undertaking any TEM research in the School of Materials Engineering. Weeks 6 - 10. Permission of instructor required.,2.5,Materials Engineering,engineering_capabilities-2,"{""materials engineering"": 1}"
MSE 59700,Selected Topics In Materials Engineering Credit Hours: 0.00 to 18.00. Hours and credits to be arranged. Permission of instructor required. Credits: 0.00 to 18.00 MSE 60000 - Materials Engineering Fundamentals,"Fundamental relationships between the internal structure, properties and processing in all classes of engineering materials. Comprehensive coverage spanning physical, chemical, thermal, mechanical, electrical, magnetic, and optical responses. The course is intended for materials researchers from all backgrounds, as well as engineers working in product design, development and manufacturing who seek a deeper understanding of the full spectrum of engineering materials. Credits: 3.00 MSE 64000 - Transmission Electron Microscopy And Crystal Imperfections Credit Hours: 3.00. Theory and application of TEM to problems in materials science and engineering. Principles of electron diffraction and microscopy are reviewed with the emphasis on the relationship between real and reciprocal space. Diffraction theory of imperfect crystals will be introduced. A primary part of the course will be a discussion of image contrasts in terms of atomistic structures of key crystal imperfections, including dislocations and grain boundaries. Experimental applications and image simulations will be included to amplify theoretical concepts. Offered in alternate years. Permission of instructor required.",3.5,Materials Engineering;Materials Science,engineering_capabilities-2,"{""materials science"": 1, ""materials engineering"": 2}"
MSE 69000,Seminar In Materials Engineering,Required of all MSE graduate students.,2.5,Materials Engineering,engineering_capabilities-2,"{""materials engineering"": 1}"
MSE 69700,Selected Topics In Materials Engineering Credit Hours: 0.00 to 18.00. Hours and credits to be arranged. Prerequisite: two upper-division mathematics courses: one on linear algebra and one on abstract algebra. Permission of instructor required. Credits: 0.00 to 18.00 MSE 69800 - Research MS Thesis Credit Hours: 1.00 to 18.00. Research MS Thesis. Permission of instructor required. Credits: 1.00 to 18.00 MSE 69900 - Research PhD Thesis Credit Hours: 1.00 to 18.00. Research PhD Thesis. Permission of instructor required. Credits: 1.00 to 18.00 Mechanical Engineering ME 19800 - PMEA Leadership Program,"A weekly seminar that includes topics such as leadership, professional skills, teamwork, and the Mechanical Engineering culture. Students will utilize these skills while representing Mechanical Engineering to current and prospective students, alumni, donors, and other visitors to the school.",2.5,Materials Engineering,engineering_capabilities-2,"{""materials engineering"": 1}"
MET 14400,Materials And Processes II,"An overview of structures, properties, processing, and applications of polymers, composites, laminates, biomaterials, green materials, nanomaterials, and pharmaceuticals commonly used in industry is presented. Problem solving skills are developed in the areas of material selection, evaluation, measurement, and testing.",1.5,Material Selection,technical_skills-1,"{""material selection"": 1}"
MET 20400,Production Drawing,"Application of principles of engineering drawing to design layout, detail, and assembly. A 2D PC CAD- centered laboratory. Typically offered Fall Spring Summer.",2.5,Engineering Drawing,engineering_capabilities-2,"{""engineering drawing"": 1}"
MET 22000,Heat And Power,"Heat/Power is an introduction to the principles of thermodynamics and heat transfer. Basic thermodynamic processes are used to evaluate the performance of energy-based systems such as internal combustion engines, power plants, and refrigeration equipment.",4.0,Heat Transfer;Combustion,engineering_capabilities-2;technical_skills-1,"{""combustion"": 1, ""heat transfer"": 1}"
MET 22010,Heat-Power Laboratory,Laboratory course that introduces the principles of thermodynamics and heat transfer through energy systems. Permission of department required.,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
MET 28400,Introduction To Industrial Controls,"This course examines the concepts, devices, and common practices associated with modern industrial control systems. Common industrial control devices are studied. Students learn how to wire, program, and troubleshoot programmable logic controller (PLC) based control systems. PLC applications focus on interfacing and controlling a variety of electromechanical devices such as motors and pneumatic actuators. Industrial safety practices and procedures are emphasized throughout the course.",2.5,Control Systems;Industrial Safety,technical_skills-1,"{""industrial safety"": 1, ""control systems"": 2}"
MET 32000,Applied Thermodynamics,"Following a review of fundamental concepts, advanced power and refrigeration cycles are analyzed. Applications such as gas mixtures, air-vapor mixtures, and chemical reactions of combustion processes are presented. Credits: 3.00 MET 32800 - CAD/CAM For Mechanical Design Drafting Credit Hours: 3.00. Basic operation of mechanical design-drafting. A PC CAD (2D and 3D) laboratory-centered course introducing the basic steps involved in the geometric design of mechanical parts. This class provides an overview and continues into a detailed investigation of parametric modeling. Parametric modeling concepts will be applied to problems using standard industrial practices. Students must possess a solid background in engineering or technical graphics. Typically offered Fall Spring Summer.",2.5,Combustion,engineering_capabilities-2,"{""combustion"": 1}"
MET 34500,Welding Processes,"Welding processes, equipment, and weldments are studied. An in-depth look is taken into welding processes, welding problems, quality control, inspection methods, welding filler metals, welding equipment, and weldment design.",6.0,Welding,delivery_and_storage-3,"{""welding"": 6}"
MET 34800,Engineering Materials,"An overview of structures, properties and applications of metals, polymers, ceramics, and composite materials is presented. Problem-solving skills are developed in material selection, evaluation, measurement, and testing. Laboratory activities include testing various properties of different materials, and the selection of materials for engineering application. Permission of department required. Typically offered Fall Spring.",1.5,Material Selection,technical_skills-1,"{""material selection"": 1}"
MET 36000,"Heating, Ventilating, And Air-Conditioning","A study of heat losses, heat-producing equipment, and cooling equipment in addition to the design of the direct systems. Includes controls and cost estimating for commercial, industrial, and residential systems. Codes and standards are emphasized throughout the course. Typically offered Spring.",3.5,Cooling Equipment,delivery_and_storage-3,"{""cooling equipment"": 1}"
MET 38200,Controls And Instrumentation For Automation,"Study of the procedures and techniques essential to industrial measurement and transmission of data is provided in the areas of microprocessor control, process control, and automated testing. Concepts of hysteresis, repeatability, weighted signals, span, suppression, range, and closed loop control are emphasized. Typically offered Fall Spring Summer.",2.0,Automation;Process Control,technical_skills-1,"{""automation"": 1, ""process control"": 1}"
MET 40200,Capstone Projects II,This is the second of two courses in a capstone project sequence. Project management and system engineering methods are applied to solving an engineering problem. Permission of instructor required.,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
MET 42600,Internal Combustion Engines,"Introduces the operating principles of internal combustion engines with emphasis on performance, efficiency, and emissions. Students will evaluate engine performance through geometric, kinematic, and thermodynamic analysis. Introduces advanced thermodynamic cycles and trends in internal combustion engine technology.",3.5,Combustion,engineering_capabilities-2,"{""combustion"": 3}"
MET 43200,Hydraulic Motion Control Systems,"Hydraulic feedback motion control systems, types, and applications are studied. Simulation and performance of closed loop control systems with single and multiple signal paths are emphasized. Dynamic system performance is predicted and evaluated. System parameters including accuracy, response speed, fluid compressibility effects, load disturbances, and nonlinear behavior of the components are studied.",2.5,Control Systems,technical_skills-1,"{""control systems"": 3}"
MET 43600,Pneumatic Motion Control Systems,"The application of pneumatic motion control systems to industrial motion control and robotics is studied. Circuit design with control logic of both fluid and electronic types is stressed, as applied to pneumatic point-to-point and proportional controls. Control designs are implemented, tested, and evaluated in the laboratory.",2.0,Control Systems,technical_skills-1,"{""control systems"": 2}"
MET 44200,Plastics Manufacturing Systems,"Basic control theory, heat transfer, machine design principles, and basic polymer science are applied to analysis and design of polymer manufacturing systems. Emphasis is placed on thermoplastics processes such as extrusion and injection molding. Projects include design of new machinery, major renovations of existing processes, and automation of processes.",2.0,Heat Transfer;Automation,technical_skills-1,"{""heat transfer"": 1, ""automation"": 1}"
MET 44301,Joining Processes,"Topics cover joining technologies such as fastening, welding, brazing/soldering, adhesive, and diffusion bonding processes of metals, ceramics, plastics, and composites. The materials, processes, destructive and non-destructive evaluation, and design aspects of these technologies as well as current production practices will be presented. Emphasis will be placed on identification and optimization of key processing parameters. Students will be exposed to commonly used technologies, equipment, and methods for joint design, formation, testing, and optimization to better understand key parameters and process variables, and their influence on optimum joint designs.",3.5,Welding,delivery_and_storage-3,"{""welding"": 1}"
MET 53500,Optimization Of Metalcasting Design,"The course focuses on optimal design of metalcastings to fit structural requirements (applied loads) and to assure sound manufacturability (castability). Students are expected to learn the general principles of design optimization through hands-on laboratory exercises based on the application of finite element and computational fluid dynamics software. Credits: 3.00 MET 54600 - Industrial Applications Of Computer Integrated Manufacturing Credit Hours: 3.00. A study of the development of CIM (computer integrated manufacturing) from the application of basic automation to a fully integrated system for the operation of the business enterprise. Emphasis is placed on the technology, systems, and human resources, which are integrated to accomplish the objectives of the company. Permission of instructor required.",1.5,Automation,technical_skills-1,"{""automation"": 1}"
MET 69800,"Research MS Thesis Credit Hours: 1.00 to 18.00. Research MS Thesis. Permission of instructor required. Credits: 1.00 to 18.00 Medicinal Chemistry and Molecular Pharmacology MCMP 49000 - Special Topics Credit Hours: 1.00 to 3.00. A course for superior students to be used in relation to, and to supplement, an existing course; an in- depth approach to topics of current interest, utilizing the original literature as prime source material. A laboratory project may be included. Permission of instructor required. Credits: 1.00 to 3.00 MCMP 51400 - Biomolecular Interactions: Theory And Practice Credit Hours: 1.00 to 4.00. Theory and applications of biophysical and bioanalytical methods for the identification and qualification of biological and pharmaceutical samples. Methods to be discussed include chromatography, electrophoresis, optical spectroscopy, mass spectrometry, electrochemical methods, radiochemical analysis, ultracentrifugation, calorimetry and surface plasmon resonance. Physical measurements, such as binding equilibrium, kinetics and macromolecular structure will be discussed. While fundamentals of each technique will be discussed, a major focus will be on the application and integration of presented methods for the analysis of biological problems. The course will be organized into four general topic areas around the theme of medicinal analysis, and variable credit will be available based on a student's interest in the four topic areas (i.e., 1 credit per topic area). Students should register for 1 credit hour, and the variable credit option will be discussed and determined at the first class period. Permission of instructor required. Credits: 1.00 to 4.00 MCMP 54400 - Drug Classes And Mechanisms","The course will integrate basic principles of medicinal chemistry and pharmacology to achieve an understanding of drug mechanisms as applied to autonomic/endocrine, cardiovascular/renal, CNS, and chemotherapy/infectious diseases. The course will apply concepts from organic chemistry, biochemistry, anatomy, physiology, and principles of drug action to describe how drugs are used to treat the symptoms and causes of disease.",2.5,Electrochemical,engineering_capabilities-2,"{""electrochemical"": 1}"
MSPE 42600,Internal Combustion Engines,"This course covers the fundamentals of internal combustion engine design and operation, with a focus on high performance.",3.0,Combustion,engineering_capabilities-2,"{""combustion"": 2}"
NRES 12500,Environmental Science And Conservation,"(AGRY 12500, EAPS 12500, FNR 12500) Introduction to environmental science and conservation includes topics in ecological principles, conservation and natural resource management, human impacts on the environment, toxic waste disposal, climate change, energy, air and water pollution, environmental geology and geologic hazards.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
NRES 38010,Hazardous Waste Handling,"This course trains individuals to stop the release or potential releases of hazardous substances. They have a more aggressive role than first responders at the operations level by approaching the point of the release to plug, patch, or otherwise stop it or manage offensive operations. This course satisfies the OSHA standards for completion of the 40-hour Hazardous Waste Operator/Emergency Response Technician certification, 29CFR1910.120. Topics covered include implementing an employer's emergency response plan; classification and identification of unknown materials using field survey instruments; functioning within the Incident Command System; specialized chemical protective equipment; hazard and risk assessment techniques; advanced product control operations; decontamination procedures; proper termination procedures; and basic chemical and toxicological terminology.",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
NRES 39300,Interdisciplinary Approaches To Environmental And Sustainability Studies,"This course is the lynchpin of the undergraduate Certificate in Environmental and Sustainability Studies. It will present a series of case studies, core concepts, and problem questions that integrate the following three academic approaches: 1) Human Dimensions and Environment/Sustainability, 2) Engineering and Environment/Sustainability, and 3) Environmental/Sustainability Sciences.",6.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 5}"
NUCL 27300,Mechanics Of Materials,"Analysis of stress and strain; equations of equilibrium and compatibility; stress-strain laws; extension, torsion, and bending of bars; membrane theory of pressure vessels; combined loading conditions; transformation of stresses and principal stresses; elastic stability, elected topics.",3.5,Pressure Vessel,delivery_and_storage-3,"{""pressure vessel"": 1}"
NUCL 32000,Introduction To Materials For Nuclear Applications,"Nuclear environments and materials selection for nuclear applications, bonding, crystal structure and symmetry, defects and irradiation, chemical thermodynamics, phase equilibria, phase transformations, and corrosion in nuclear systems and design.",1.5,Corrosion,technical_skills-1,"{""corrosion"": 1}"
NUCL 35100,Nuclear Thermal-Hydraulics II,"Emphasis is given to the fluid transport of heat from reactor fuel elements. Heat transfer in fluids, analogies, and applications to reactor coolant channel analysis. Two-phase flow and convective boiling. Radiative heat transfer. Applications to safety analysis and reactor design.",2.0,Heat Transfer,technical_skills-1,"{""heat transfer"": 2}"
NUCL 35500,Nuclear Thermohydraulics Laboratory,Laboratory course corresponding to NUCL 35000 and NUCL 35100. Various fluid flow and heat transfer phenomena applied to nuclear reactor systems and design.,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
NUCL 45000,Design In Nuclear Engineering,"Application of the design process to the project design topics identified in NUCL 44900. The design process usually includes, but not limited to, mathematical modeling in design, neutronic, thermal-hydraulics and safety studies, risk assessment, economics, policy and regulation, environmental impact.",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
NUCL 47000,Fuel Cell Engineering,"The principles of electromechanical energy conversion for a single fuel cell, fuel cell stack, process engineering in the fuel and oxidizer supply systems. Principles, components, operation and performance for alkaline, phosphoric acid, solid polymer, molten carbonate and solid oxide fuel cells. Provides broad insight into science, technology, system design, and safety concerns in design and operation of fuel cells.",11.5,Fuel Cell;Process Engineering;Solid Oxide,engineering_capabilities-2;use-3;production-3,"{""solid oxide"": 1, ""fuel cell"": 5, ""process engineering"": 1}"
NUCL 50200,Nuclear Engineering Systems,Engineering aspects of nuclear power. Materials of construction; fuel and fuel cycles; heat removal; radiation shielding; economics; and nuclear power systems. Permission of instructor required.,2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
NUCL 55200,Thermal-Hydraulics And Reactor Safety,Applications of thermal-sciences to nuclear reactor safety design and risk assessment. Emphasis on illustrating the use of basic principles in quantitative safety assessments of practical and current interest. The basic topics revolve around multiphase transients and applications which include study of accident analysis and its applications to licensing for light water reactor systems and for liquid metal fast breeder reactor.,1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
NUCL 55500,Thermal Hydraulics Measurement And Instrumentation,"Measurement techniques in fluid flow, heat transfer, and multi-phase flow. The principle and practice of measurement of temperature, flow, level, pressure, and void fraction (in two-phase flow systems) as applied to nuclear reactor systems. Instrument error and measurement errors, and data acquisition system using PC. Hands-on experience in the laboratory with instruments.",1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
NUCL 56300,Direct Energy Conversion,"Review of energy sources and study of the basic processes of direct energy conversion and their applications to energy utilization, based on both conventional and nuclear energy conversion schemes. Conventional schemes include thermoelectric, photovoltaic, thermionic, magnetohydrodynamic generators, fuel cell systems, etc.; and nuclear energy conversion schemes correspond to nuclear radiation and fusion energy conversion. Permission of instructor required. Credits: 3.00 NUCL 57000 - Fuzzy Approaches In Engineering Credit Hours: 3.00. Presentation of the mathematical fundamentals of fuzzy logic theory and a survey of engineering applications. Fuzzy sets; the extension principle; fuzzy numbers; fuzzy relations and composition; linguistic descriptions; implication operators and fuzzy algorithms are formally developed. Applications emphasize the engineering utilization of approximate reasoning to diagnostics, control, safety, and decision-making problems.",3.5,Fuel Cell,use-3,"{""fuel cell"": 1}"
NUR 51100,"Health Promotion For Advanced Practice In Nursing Credit Hours: 2.00 to 3.00. Students analyze health promotion/disease prevention, and health education frameworks combined with best available evidence as a foundation for advanced practice in nursing. Students promote the health of diverse client populations by incorporating the Healthy People goals, clinical practice guidelines, risk assessment, epidemiological data and evidence based screening tools into nursing practice. In collaboration with selected clients and/or families, students implement health coaching/teaching through the integration of family, health promotion and health literacy theories. Credits: 2.00 to 3.00 NUR 51200 - Clinical Applications In Pharmacotherapeutics","This course applies information from NUR 50200 to the care of clients through the use of case studies. Emphasis is placed on incorporating information from pharmacology, physiology, and physical assessment.",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
NUR 64200,Systems Approaches In Healthcare,"Students are introduced to the fundamentals of systems engineering tools and approaches through hands on problem solving exercises. Systems Engineering tools/methods are applied to a clinical problem. Upon completion of this course, the participants will have had exposure to system engineering tools and approaches such as process mapping, bottle-neck analysis, queuing, lean engineering, simulation, optimization, dealing with uncertainty, what-if analysis, quality control and performance monitoring techniques.",3.0,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 2}"
NUR 68300,DNP Cognate Residency: Public Health/Homeland Security Practice I,"This is the first in a series of two courses that provides an opportunity to explore a public health topic of interest under the direction of a faculty member. The focus is on implementation of an evidence-based practice model and evaluation of their effectiveness in improving community health outcomes. Residency activities provide opportunities to utilize research and evidence-based practice to expand the knowledge base needed for the development, implementation, and evaluation of programs to meet the public health needs of specific communities with risk assessment analysis. Students will assess, plan, and evaluate the preparedness and response to mass casualty disasters or other public health concerns. Prerequisites: NUR 51000 and NUR 63200. Concurrent Prerequisites: NUR 62400 and NUR 62600.",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
NUR 68500,DNP Cognate Residence: Public Health/Homeland Security Practice II,"This is the second in a series of two courses that provides an opportunity to further explore a public health topic of interest under the direction of a faculty member. The focus is on implementation of an evidence-based practice model and advanced application of evaluation techniques in establishing their effectiveness in improving community health outcomes. Residency activities provide ongoing opportunities to refine research and evidence-based practice to expand the knowledge base needed for the development, implementation, and evaluation of programs to meet the public health needs of the community and systems of care. Emphasis is on providing leadership in incorporating assessment of health needs of specific communities with risk assessment analysis to implement models to improve community outcomes. Students assume a leadership role as they assess, plan, and evaluate the preparedness and response to mass casualty disasters or other public health concerns. Residency sites may be local, state, national, and/or international settings. Residency activities are selected by the students under the guidance of the faculty advisor and preceptor, DNP program director, and approved by the director of graduate programs in Nursing. Prerequisite: NUR 68300.",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
NUTR 52300,Trends In Nutrition & Dietetics,"Analysis and discussion of current trends in dietetics practice and nutrition including such topics as nutrigenomics, informatics, sustainability, agricultural practices, food policies, and global health. Permission of department required.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
OBHR 49000,Problems In Organizational Behavior Credit Hours: 1.00 to 4.00. Supervised readings and reports in various subjects. Arrange with instructor before enrolling. Permission of instructor required. Credits: 1.00 to 4.00 OBHR 59000 - Problems In Organizational Behavior And Human Resource Management Credit Hours: 1.00 to 4.00. Advanced study and investigation in a field of organizational behavior and human resource management under the guidance of staff. Permission of instructor required. Credits: 1.00 to 4.00 OBHR 60500 - Research Methods I,"An introduction to research methods. This seminar examines the use of research methods to develop empirical tests for theoretical and practical issues. It includes readings and discussions on the philosophy of science, reliability, validity, research design, threats to research, ethics, and other issues in research methodology. Students formulate hypotheses and an original research design to test their hypotheses.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
OBHR 60600,"Research Practicum Credit Hours: 2.00 or 3.00. Independent empirical research in organizational behavior and human resource management, including the submission of a written report. Prerequisite: OBHR 60500. Permission of instructor required. Credits: 2.00 or 3.00 OBHR 63300 - Human Resource Management Credit Hours: 2.00 (West Lafayette) 3.00 (Calumet, North Central). Introduction to human resource management for general managers. Emphasis is on the impact of human resource components (e.g., staffing, rewards, labor relations) on the performance of the firm. Case analyses and computerized databases are used to illustrate major components of human resource decision making. Not open to students with credit in MGMT 63100/MGMT 65310. Prerequisite: Master's student standing and Management majors only. Credits: 2.00 to 3.00 OBHR 64600 - Human Resource Information Systems I","Designed to gain an understanding of and appreciation for the use of information systems as a tool for managing human resources. The course will introduce and master, and then apply to HR problems, a set of topical hardware and software solutions. The class project, an HRIS consulting assignment with a major corporation, will commence. Prerequisite: MGMT 65310 or OBHR 63300.",2.5,Resource Management,technical_skills-1,"{""resource management"": 3}"
OBHR 65000,International Human Resource Management,Explores the international dimensions of human resource management. Focuses on the human resource policies and practices that are adhered to in various regions of the world. The process of expatriating and repatriating managers to and from the U.S. is examined. International issues faced by a manager working for a multinational organization in the U.S. are studied. Prerequisite: MGMT 65310 or OBHR 63300.,2.0,Resource Management,technical_skills-1,"{""resource management"": 2}"
OBHR 66310,"Leader Communication & Negotiation Credit Hours: 1.00 to 4.00. The best leaders are effective communicators and negotiators. They know how to use all the levers at their disposal to engage, inform, persuade, inspire, and instill confidence in key stakeholders. They look at each interaction as an opportunity to advance their agenda and/or achieve a specific outcome. This course will examine key internal and external engagement moments through your lens as an individual leader. Students will learn how to map communications best practices to real-world scenarios and make use of frameworks and guidance that will improve their ability to effectively use communications to help teams/organizations navigate issues. Students will also dissect the nature of negotiations, understand frameworks for building strategies for effective negotiations and explores the nature of conflict and conflict resolution.Credits: 1.00 to 4.00 OBHR 66410 - Leading Collaboration And Inclusion Credit Hours: 1.00 to 4.00. This course is a study of teams at work, and the rich and varied experiences of people different in cognition, race, gender, religion, language, ability/disability, age and more. The purpose of the course is to explore diversity within and among teams. The course is grounded in both empirical research and practice. This course focuses on teams in today's modern organizations and global team leadership. Credits: 1.00 to 4.00 OBHR 68100 - Managing Behavior In Organizations Credit Hours: 2.00 to 4.00. Individual and group behavior are the central components of the study of behavior in organizations. Focus is on the managerial application of knowledge to issues such as motivation, group processes, leadership, organizational design structure, and others. The course employs cases, exercises, discussions, and lectures. Prerequisite: Master's student standing and Management majors only. Credits: 2.00 to 4.00 OBHR 68300 - Individual Behavior In Organizations Credit Hours: 1.00 to 3.00. This seminar provides an analysis of theory and research on individual and group behavior in organizations. Readings and discussion focus on motivation, attitudes and job satisfaction, employee participation and turnover, stress, leadership, group processes, and other issues. Credits: 1.00 to 3.00 OBHR 68400 - Research In Human Resource Management Credit Hours: 1.00 to 3.00. Focuses on research methods, theories, and issues in HR management. A doctoral-level course designed for students interested in a research and teaching career in HR or organizational behavior. Objectives are to learn the primary theories and theoretical issues in each major area in HR, to learn the primary research methods and methodological issues, to attain a comprehensive reading list of the literature, to learn about publishing and the article review process, and to develop ideas for potential research projects. Credits: 1.00 to 3.00 OBHR 69000 - Advanced Problems In Organizational Behavior And Human Resource Management Credit Hours: 2.00 to 4.00. Advanced investigation in a specific organizational behavior or human resource field at the graduate level. Credits: 2.00 to 4.00 OBHR 69100 - Special Problems In Organizational Behavior And Human Resource Management Credit Hours: 1.00 to 4.00. Advanced investigation in a specific management field at the graduate level. For students in the master's programs in management who are registered in the master's program summer session. Prerequisite: Master's student standing and Management majors only. Permission of instructor required. Credits: 1.00 to 4.00 OBHR 69900 - Research PhD Thesis Credit Hours: 1.00 to 18.00. Research PhD Thesis. Permission of instructor required. Credits: 1.00 to 18.00 Organizational Leadership and Supervision OLS 10000 - Introduction To Organizational Leadership",Transitional course to orient the Organizational Leadership and Supervision freshman to the department and Purdue.,1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
OLS 29801,"Leadership Seminar I For ET Student Leaders Credit Hours: 0.00 or 1.00. New student peer leaders in Engineering and Technology will receive training to facilitate a mentoring relationship, lab, and/or recitation within the School of Engineering and Technology's formal and PLTL programs. Selected topics focus on leadership styles, group dynamics, facilitation techniques, collaborative learning techniques, redirecting strategies, and student motivation. Permission of department required.Credits: 0.00 or 1.00 OLS 29900 - Organizational Leadership And Supervision Credit Hours: 1.00 to 3.00. Variable topics in organizational leadership. Credits: 1.00 to 3.00 OLS 30200 - Leadership And Economic Aspects Of Sustainability","The main focus of this course is to learn how organizations make sustainability work in their organizations. You will learn about the triple bottom line (environment, social and economic aspects of business decisions) and how to make ""sustainability"" thrive in an organization. This course will look at how organizations: describe the benefits of sustainability for corporations and society; build a framework for implementing corporate sustainability; lead and design strategies for corporate sustainability; organize, perform evaluations and create reward systems for sustainability; implement social, environmental, and economic measuring systems; improve corporate processes, products, projects for sustainability; and manage reports for sustainability. This course will view various examples of sustainable practices in organizations, such as, Interface, Novartis, CEMEX, DuPont, Timberland, and Chiquita Brands, which are making sustainable practices thrive in their organization. Typically offered Fall.",8.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 9}"
OLS 37100,Project Management,This course provides the basics of the project management discipline and allows the student to apply these skills in team-based situations. Typically offered Fall Spring Summer.,3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
OLS 38300,Human Resource Management,This course teaches an overview of the human resource function in organizations today. Case studies are used to explore applications of human resource principles. Typically offered Fall Spring.,1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
OLS 39801,"Leadership Seminar II For ET Student Leaders Credit Hours: 0.00 or 1.00. This course introduces ET student peer leaders to the knowledge, attitudes, and inner resources needed to be an effective leader. Students will utilize their first hand experiences to obtain the techniques to improve their leadership skills. Permission of department required.Credits: 0.00 or 1.00 OLS 39900 - Special Topics Credit Hours: 1.00 to 6.00. Hours and subject matter to be arranged by staff. Credits: 1.00 to 6.00 OLS 39901 - Special Topics In Project Management",Hours and subject matter to be arranged by faculty/staff. Primarily for upper-division majors with specific interests in project management. Permission of instructor required.,3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
OLS 45000,Advanced Project Management,An introduction to project management concepts and practices in the context of human resource development projects.,3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
OLS 51500,Foundations Of Human Resources,"A survey course emphasizing the human resource function (and its development) in the context of the work organization. Human resource development topics include exploration of various training and development techniques, the relation of training to organizational strategies, training needs analysis, evaluation of training, and career development. The strategic approach to human resource management also is covered, including what human resource professionals can and should do to help the organization succeed. Permission of Department required. Typically offered Spring.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
OLS 57100,Advanced Project Management In Technology,"This course helps students learn project management through applying technology project approaches in teams. Using project tools and templates, students learn the technology project life-cycle through actual and simulated situations. The course presents terms and approaches used in industry and allows students to apply methods individually and in teams. Typically offered Fall Spring Summer.",3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
OLS 57200,Integration Of Project Management For Leaders,"This course emphasizes critical analysis, synthesis, and evaluation of theories and applications of project management knowledge and skills, leadership, communication, and stakeholder engagement. Students integrate theoretical and applied skills in planning, distributing, and managing communication; analyzing and interpreting project organization in context; and applying best practices in team management.",3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
OLS 57600,Advanced Topics In Human Resource Management,"Current topics and issues in the legal, behavioral, and technical environment of human-resources management. Topics may include employment practices, labor-management relations, wage and salary administration, treatment of employees on the job, or productivity-improvement programs. Employs seminar format with emphasis on applications research. Course may be offered in traditional, distance, or blended format.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
PHRM 86800,Patient Safety And Informatics,"This course provides core knowledge and skills needed by pharmacists to promote patient safety and use the tools of healthcare informatics; understand the landscape, epidemiology and culture of patient safety data privacy and security. Case studies will address disclosure of medication errors and reporting adverse events. Informatics tools such as computer order entry, electronic medical record systems, health information exchanges, and decision support will be explained. The use of informatics tools to promote patient safety will be emphasized.",3.5,Ion Exchange,production-3,"{""ion exchange"": 1}"
